Category	Subcategory	Enrichment	P-value	P-adjusted	Q-value	Observed	miRNAs/precursors	database	cluster	cluster_rep	reduction_method
Reactome (miRPathDB)	MAPK6MAPK4 signaling	depleted	0.0868295	0.2483177	0.2483177	38	hsa-miR-3619-3p; hsa-miR-382-3p; hsa-miR-221-3p; hsa-miR-301a-3p; hsa-miR-671-5p; hsa-miR-99a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-185-5p; hsa-miR-212-3p; hsa-miR-148a-3p; hsa-miR-29a-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-615-3p; hsa-miR-302a-5p; hsa-miR-652-3p; hsa-miR-126-5p; hsa-miR-451a; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-628-3p; hsa-miR-15a-5p; hsa-miR-4260; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-224-5p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-378a-3p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-107; hsa-miR-331-3p; hsa-miR-130a-3p; hsa-miR-744-5p; hsa-miR-34c-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MAPK family signaling cascades	depleted	0.0165045	0.1058223	0.1058223	52	hsa-miR-585-3p; hsa-miR-3619-3p; hsa-miR-146b-5p; hsa-miR-2115-5p; hsa-miR-382-3p; hsa-miR-125b-5p; hsa-miR-671-5p; hsa-miR-135a-5p; hsa-miR-99a-5p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-365a-3p; hsa-miR-34a-5p; hsa-miR-1268b; hsa-miR-185-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-615-3p; hsa-miR-138-5p; hsa-miR-19a-3p; hsa-miR-1277-3p; hsa-miR-302a-5p; hsa-miR-126-5p; hsa-miR-451a; hsa-miR-186-5p; hsa-miR-483-3p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-224-5p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-378a-3p; hsa-miR-132-3p; hsa-miR-1268a; hsa-miR-140-5p; hsa-miR-139-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-107; hsa-miR-26a-5p; hsa-miR-433-3p; hsa-let-7a-5p; hsa-miR-331-3p; hsa-miR-130a-3p; hsa-miR-3120-3p; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-31-5p; hsa-miR-548b-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MECP2 regulates neuronal receptors and channels	depleted	0.0076337	0.0676212	0.0676212	14	hsa-miR-200b-3p; hsa-miR-429; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-4766-5p; hsa-miR-1179; hsa-miR-449a; hsa-miR-376a-5p; hsa-miR-139-5p; hsa-miR-200c-3p; hsa-miR-433-3p; hsa-miR-130a-3p; hsa-miR-34b-3p; hsa-miR-199a-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MET activates RAP1 and RAC1	depleted	0.000401505	0.009223	0.009223	18	hsa-miR-450a-2-3p; hsa-miR-100-5p; hsa-miR-541-5p; hsa-miR-30a-5p; hsa-miR-4260; hsa-miR-483-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-497-5p; hsa-miR-378a-3p; hsa-miR-139-5p; hsa-miR-30c-5p; hsa-miR-433-3p; hsa-miR-31-3p; hsa-miR-101-3p; hsa-miR-206; hsa-miR-199a-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MET activates RAS signaling	depleted	0.000615475	0.0130112	0.0130112	15	hsa-miR-200b-3p; hsa-miR-429; hsa-miR-365a-3p; hsa-miR-663a; hsa-miR-27a-3p; hsa-miR-200a-3p; hsa-miR-27b-3p; hsa-miR-543; hsa-miR-139-5p; hsa-miR-4632-3p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-433-3p; hsa-miR-206; hsa-miR-199a-3p	Reactome	5	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MET promotes cell motility	depleted	0.176745	0.3406439	0.3406439	16	hsa-miR-183-3p; hsa-miR-541-5p; hsa-miR-135a-5p; hsa-miR-144-5p; hsa-miR-9-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-3682-3p; hsa-miR-424-5p; hsa-miR-126-3p; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-433-3p; hsa-miR-31-3p; hsa-miR-124-3p; hsa-miR-199a-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MET receptor recycling	depleted	0.000422256	0.0095859	0.0095859	18	hsa-miR-541-5p; hsa-miR-4290; hsa-miR-34a-5p; hsa-miR-488-3p; hsa-miR-15a-5p; hsa-miR-424-5p; hsa-miR-126-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-497-5p; hsa-miR-125a-5p; hsa-miR-195-5p; hsa-miR-433-3p; hsa-miR-15b-5p; hsa-miR-31-3p; hsa-miR-206; hsa-miR-376c-3p; hsa-miR-199a-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MHC class II antigen presentation	depleted	0.0507032	0.1946744	0.1946744	10	hsa-miR-34a-5p; hsa-miR-503-5p; hsa-miR-4524b-5p; hsa-miR-15a-5p; hsa-miR-424-5p; hsa-miR-4524a-5p; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-195-5p; hsa-miR-15b-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	M Phase	enriched	0.137665	0.3004599	0.3004599	32	hsa-miR-6748-5p; hsa-miR-363-5p; hsa-miR-6766-5p; hsa-miR-1287-5p; hsa-miR-3126-3p; hsa-miR-100-5p; hsa-miR-221-3p; hsa-miR-215-5p; hsa-miR-371b-3p; hsa-miR-760; hsa-miR-193b-3p; hsa-miR-216b-5p; hsa-miR-34a-5p; hsa-miR-6745; hsa-miR-1276; hsa-miR-615-3p; hsa-miR-4483; hsa-miR-652-3p; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-4766-5p; hsa-miR-4507; hsa-miR-550a-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-653-5p; hsa-miR-378a-3p; hsa-miR-423-3p; hsa-miR-149-5p; hsa-miR-331-3p; hsa-let-7b-5p; hsa-miR-192-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Membrane Trafficking	depleted	0.007219	0.0651694	0.0651694	51	hsa-miR-6853-3p; hsa-miR-382-3p; hsa-miR-301a-3p; hsa-miR-132-5p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-152-3p; hsa-let-7e-3p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-1-3p; hsa-miR-142-3p; hsa-miR-130b-3p; hsa-miR-99a-3p; hsa-miR-503-5p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-519c-3p; hsa-miR-4524b-5p; hsa-miR-519d-3p; hsa-miR-519a-3p; hsa-miR-6773-5p; hsa-miR-519b-3p; hsa-miR-93-5p; hsa-miR-451a; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-424-5p; hsa-miR-324-3p; hsa-miR-4524a-5p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-301b-3p; hsa-miR-103a-3p; hsa-miR-20a-5p; hsa-miR-30c-5p; hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-149-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-130a-3p; hsa-miR-6724-5p; hsa-miR-299-5p; hsa-miR-99b-3p; hsa-miR-1296-5p; hsa-miR-432-5p; hsa-miR-493-3p; hsa-miR-124-3p; hsa-miR-105-5p	Reactome	153	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Membrane binding and targetting of GAG proteins	depleted	0.210528	0.3666748	0.3666748	11	hsa-miR-301a-3p; hsa-miR-152-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-488-3p; hsa-miR-449a; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-378a-3p; hsa-miR-130a-3p; hsa-miR-34c-5p	Reactome	20	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Metabolism	enriched	0.321841	0.425227	0.425227	19	hsa-miR-6821-5p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-193b-3p; hsa-miR-99a-5p; hsa-miR-494-5p; hsa-miR-410-5p; hsa-miR-323b-5p; hsa-miR-615-3p; hsa-miR-652-3p; hsa-miR-1180-3p; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-484; hsa-miR-324-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-331-3p; hsa-miR-744-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Metabolism of RNA	depleted	0.000100016	0.0031947	0.0031947	47	hsa-miR-450a-5p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-760; hsa-miR-193b-3p; hsa-miR-935; hsa-miR-222-3p; hsa-miR-99a-5p; hsa-miR-1260b; hsa-miR-877-3p; hsa-miR-1-3p; hsa-miR-615-3p; hsa-miR-30a-5p; hsa-miR-376a-2-5p; hsa-miR-652-3p; hsa-miR-1180-3p; hsa-miR-505-3p; hsa-miR-324-5p; hsa-miR-196a-5p; hsa-miR-186-5p; hsa-miR-505-5p; hsa-miR-484; hsa-miR-18a-3p; hsa-let-7c-5p; hsa-miR-324-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-378a-3p; hsa-miR-877-5p; hsa-miR-1250-5p; hsa-miR-423-3p; hsa-miR-517c-3p; hsa-miR-149-5p; hsa-miR-517a-3p; hsa-miR-517b-3p; hsa-let-7a-5p; hsa-miR-15b-5p; hsa-miR-296-3p; hsa-let-7e-5p; hsa-miR-17-3p; hsa-miR-331-3p; hsa-miR-361-5p; hsa-miR-744-5p; hsa-let-7b-5p; hsa-miR-1296-5p; hsa-miR-218-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Metabolism of lipids	depleted	0.548267	0.5689391	0.5689391	11	hsa-miR-662; hsa-miR-125b-5p; hsa-miR-155-5p; hsa-let-7e-3p; hsa-miR-6749-5p; hsa-miR-4707-3p; hsa-miR-33a-5p; hsa-miR-324-3p; hsa-miR-27a-3p; hsa-miR-27b-3p; hsa-miR-124-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Metabolism of proteins	depleted	9.70117e-06	0.000606461713142857	0.000606461713142857	67	hsa-miR-182-5p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-760; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-222-3p; hsa-miR-152-3p; hsa-miR-200b-3p; hsa-let-7e-3p; hsa-miR-193a-5p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-3617-5p; hsa-miR-29b-3p; hsa-miR-4758-5p; hsa-miR-1276; hsa-miR-624-5p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-891a-5p; hsa-miR-208b-3p; hsa-miR-652-3p; hsa-miR-451a; hsa-miR-1180-3p; hsa-miR-892b; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-15a-5p; hsa-miR-4766-5p; hsa-miR-484; hsa-miR-18a-3p; hsa-miR-424-5p; hsa-miR-324-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-18a-5p; hsa-miR-301b-3p; hsa-miR-499a-5p; hsa-miR-653-5p; hsa-miR-7110-5p; hsa-miR-877-5p; hsa-miR-320c; hsa-miR-92a-1-5p; hsa-miR-625-3p; hsa-miR-30c-5p; hsa-miR-423-3p; hsa-miR-107; hsa-miR-26a-5p; hsa-miR-149-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-296-3p; hsa-miR-331-3p; hsa-miR-361-5p; hsa-miR-130a-3p; hsa-miR-744-5p; hsa-miR-99b-3p; hsa-miR-1296-5p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-493-3p; hsa-miR-127-5p	Reactome	157	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Metalloprotease DUBs	enriched	0.0517813	0.1968679	0.1968679	14	hsa-miR-363-5p; hsa-miR-6766-5p; hsa-miR-100-5p; hsa-miR-221-3p; hsa-miR-760; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-6745; hsa-miR-1276; hsa-miR-615-3p; hsa-miR-4483; hsa-miR-4766-5p; hsa-miR-653-5p; hsa-miR-23b-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	MicroRNA miRNA biogenesis	depleted	0.0148584	0.0995718	0.0995718	25	hsa-miR-382-3p; hsa-miR-301a-3p; hsa-miR-152-3p; hsa-miR-148a-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-138-5p; hsa-miR-6750-5p; hsa-miR-6828-3p; hsa-miR-652-3p; hsa-miR-324-5p; hsa-miR-628-3p; hsa-miR-15a-5p; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-301b-3p; hsa-miR-103a-3p; hsa-miR-107; hsa-miR-195-5p; hsa-let-7a-5p; hsa-miR-15b-5p; hsa-miR-130a-3p; hsa-miR-744-5p; hsa-let-7b-5p; hsa-miR-31-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Misspliced GSK3beta mutants stabilize beta-catenin	depleted	0.250247	0.3987537	0.3987537	10	hsa-miR-5010-3p; hsa-miR-6510-5p; hsa-miR-6505-5p; hsa-miR-346; hsa-miR-8068; hsa-miR-3138; hsa-miR-410-3p; hsa-miR-1297; hsa-miR-34c-3p; hsa-miR-135b-5p	Reactome	28	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Mitochondrial biogenesis	depleted	0.0131077	0.0939436	0.0939436	10	hsa-miR-4746-3p; hsa-miR-22-3p; hsa-miR-5696; hsa-miR-200a-3p; hsa-miR-653-5p; hsa-miR-376a-5p; hsa-miR-433-3p; hsa-miR-181c-3p; hsa-miR-885-5p; hsa-miR-34b-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Mitotic Anaphase	depleted	0.0674677	0.219848	0.219848	18	hsa-miR-3126-3p; hsa-miR-100-5p; hsa-miR-215-5p; hsa-miR-193b-3p; hsa-miR-216b-5p; hsa-miR-1911-5p; hsa-miR-615-3p; hsa-miR-324-5p; hsa-miR-3613-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-653-5p; hsa-miR-92a-1-5p; hsa-miR-423-3p; hsa-miR-149-5p; hsa-miR-331-3p; hsa-miR-885-5p; hsa-miR-192-5p	Reactome	161	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Mitotic G1-G1S phases	depleted	0.0300334	0.1504054	0.1504054	61	hsa-miR-193a-3p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-215-5p; hsa-miR-16-1-3p; hsa-miR-708-5p; hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-99a-5p; hsa-miR-98-5p; hsa-miR-22-3p; hsa-miR-365a-3p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-212-3p; hsa-miR-29a-3p; hsa-miR-130b-3p; hsa-miR-4649-5p; hsa-let-7a-3p; hsa-miR-5092; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-138-5p; hsa-miR-208b-3p; hsa-miR-3138; hsa-miR-4524b-5p; hsa-miR-6729-5p; hsa-miR-425-5p; hsa-miR-451a; hsa-miR-324-5p; hsa-miR-15a-5p; hsa-miR-208a-3p; hsa-miR-449a; hsa-miR-4524a-5p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-497-5p; hsa-miR-145-3p; hsa-miR-378a-3p; hsa-miR-95-3p; hsa-miR-20a-5p; hsa-miR-30c-5p; hsa-miR-423-3p; hsa-miR-26a-5p; hsa-miR-195-5p; hsa-miR-184; hsa-miR-423-5p; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-let-7e-5p; hsa-miR-331-3p; hsa-miR-130a-3p; hsa-miR-34b-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-206; hsa-miR-192-5p; hsa-miR-145-5p	Reactome	112	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Mitotic Prophase	enriched	0.416768	0.4767942	0.4767942	30	hsa-miR-1200; hsa-miR-585-3p; hsa-miR-6748-5p; hsa-miR-363-5p; hsa-miR-6766-5p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-760; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-6745; hsa-miR-1276; hsa-miR-6759-5p; hsa-miR-615-3p; hsa-miR-4483; hsa-miR-6793-5p; hsa-miR-30a-3p; hsa-miR-652-3p; hsa-miR-629-5p; hsa-miR-451a; hsa-miR-4766-5p; hsa-miR-584-5p; hsa-miR-4507; hsa-miR-34a-3p; hsa-miR-92a-3p; hsa-miR-668-3p; hsa-miR-423-3p; hsa-miR-15b-5p; hsa-miR-296-3p; hsa-miR-31-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	NCAM signaling for neurite out-growth	depleted	0.236757	0.390299	0.390299	13	hsa-miR-585-3p; hsa-miR-542-3p; hsa-miR-135a-5p; hsa-miR-1268b; hsa-miR-29b-3p; hsa-miR-208b-3p; hsa-miR-208a-3p; hsa-miR-550a-3p; hsa-miR-1268a; hsa-miR-543; hsa-miR-4632-3p; hsa-miR-433-3p; hsa-miR-214-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	NOTCH2 intracellular domain regulates transcription	enriched	0.113163	0.2781071	0.2781071	14	hsa-miR-579-3p; hsa-miR-6868-3p; hsa-miR-182-5p; hsa-miR-499b-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-9-3p; hsa-miR-9-5p; hsa-miR-5696; hsa-miR-30a-3p; hsa-miR-664b-3p; hsa-miR-92a-3p; hsa-miR-200c-3p; hsa-miR-205-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	NOTCH3 Intracellular Domain Regulates Transcription	enriched	0.444712	0.4963362	0.4963362	13	hsa-miR-223-3p; hsa-miR-499b-3p; hsa-miR-200b-3p; hsa-miR-3691-5p; hsa-miR-429; hsa-miR-9-3p; hsa-miR-30a-3p; hsa-miR-376b-5p; hsa-miR-92a-3p; hsa-miR-140-5p; hsa-miR-543; hsa-miR-376c-5p; hsa-miR-200c-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	NOTCH4 Intracellular Domain Regulates Transcription	depleted	0.256705	0.3998715	0.3998715	12	hsa-miR-499b-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-9-3p; hsa-miR-9-5p; hsa-miR-29b-1-5p; hsa-miR-30a-3p; hsa-miR-92a-3p; hsa-miR-181a-5p; hsa-miR-410-3p; hsa-miR-543; hsa-miR-200c-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Neddylation	depleted	0.0140951	0.0971493	0.0971493	17	hsa-miR-100-5p; hsa-miR-301a-3p; hsa-let-7e-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-624-5p; hsa-miR-615-3p; hsa-miR-18a-5p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-92a-1-5p; hsa-miR-30c-5p; hsa-miR-423-3p; hsa-miR-331-3p; hsa-miR-130a-3p; hsa-miR-299-5p; hsa-miR-493-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Negative regulation of FGFR4 signaling	depleted	0.0017378	0.0250976	0.0250976	16	hsa-miR-301a-3p; hsa-miR-9-3p; hsa-miR-454-3p; hsa-miR-96-3p; hsa-miR-483-3p; hsa-miR-584-5p; hsa-miR-550a-3p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-378a-3p; hsa-miR-140-5p; hsa-miR-6846-3p; hsa-miR-433-3p; hsa-miR-130a-3p; hsa-miR-376c-3p; hsa-miR-548b-3p	Reactome	165	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Negative regulation of MAPK pathway	depleted	0.169125	0.3312851	0.3312851	20	hsa-miR-585-3p; hsa-miR-579-3p; hsa-miR-371b-3p; hsa-miR-216b-5p; hsa-miR-365a-3p; hsa-miR-1268b; hsa-miR-185-5p; hsa-miR-181b-5p; hsa-miR-3138; hsa-miR-1178-3p; hsa-miR-584-5p; hsa-miR-550a-3p; hsa-miR-224-5p; hsa-miR-181a-5p; hsa-miR-653-5p; hsa-miR-410-3p; hsa-miR-378a-3p; hsa-miR-1268a; hsa-miR-143-3p; hsa-miR-548b-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Negative regulation of the PI3KAKT network	depleted	0.037478	0.1662048	0.1662048	50	hsa-miR-146b-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-3127-5p; hsa-miR-301a-5p; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-152-3p; hsa-miR-22-3p; hsa-miR-193a-5p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-6894-5p; hsa-miR-29a-3p; hsa-miR-1276; hsa-miR-503-5p; hsa-miR-374a-3p; hsa-miR-6729-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-96-3p; hsa-miR-583; hsa-miR-519d-3p; hsa-miR-425-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-302b-3p; hsa-miR-584-5p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-224-5p; hsa-miR-125a-5p; hsa-miR-132-3p; hsa-miR-140-5p; hsa-miR-20a-5p; hsa-miR-20b-5p; hsa-miR-143-3p; hsa-miR-17-5p; hsa-miR-433-3p; hsa-miR-184; hsa-miR-205-5p; hsa-miR-101-3p; hsa-miR-574-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-199a-3p; hsa-miR-105-5p; hsa-miR-548b-3p	Reactome	167	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Negative regulators of DDX58IFIH1 signaling	depleted	0.123043	0.2852642	0.2852642	14	hsa-miR-301a-3p; hsa-miR-200b-3p; hsa-miR-193a-5p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-519d-3p; hsa-miR-106b-5p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-20a-5p; hsa-miR-20b-5p; hsa-miR-200c-3p; hsa-miR-17-5p; hsa-miR-130a-3p	Reactome	160	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Neuronal System	enriched	0.544309	0.5654519	0.5654519	14	hsa-miR-585-3p; hsa-miR-382-3p; hsa-miR-4670-5p; hsa-miR-1268b; hsa-miR-212-3p; hsa-miR-9-3p; hsa-miR-3186-3p; hsa-miR-30a-3p; hsa-miR-30e-3p; hsa-miR-30d-3p; hsa-miR-6803-3p; hsa-miR-1268a; hsa-miR-1908-3p; hsa-miR-143-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Neurotransmitter receptors and postsynaptic signal transmission	enriched	0.376465	0.4552116	0.4552116	15	hsa-miR-6503-5p; hsa-miR-585-3p; hsa-miR-382-3p; hsa-miR-4670-5p; hsa-miR-1268b; hsa-miR-212-3p; hsa-miR-9-3p; hsa-miR-586; hsa-miR-6750-5p; hsa-miR-5696; hsa-miR-483-3p; hsa-miR-550a-3p; hsa-miR-224-5p; hsa-miR-1268a; hsa-miR-143-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Neutrophil degranulation	depleted	0.165264	0.3267202	0.3267202	12	hsa-miR-155-5p; hsa-miR-34a-5p; hsa-miR-615-3p; hsa-miR-30a-5p; hsa-miR-6750-5p; hsa-miR-451a; hsa-miR-133b; hsa-miR-146a-5p; hsa-miR-324-3p; hsa-miR-133a-3p; hsa-miR-1296-5p; hsa-miR-941	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Nonhomologous End-Joining NHEJ	enriched	0.372804	0.4529124	0.4529124	21	hsa-miR-6748-5p; hsa-miR-4481; hsa-miR-2115-5p; hsa-miR-6766-5p; hsa-miR-760; hsa-miR-98-5p; hsa-miR-1296-3p; hsa-miR-34a-5p; hsa-miR-4758-5p; hsa-miR-1276; hsa-miR-138-5p; hsa-miR-4483; hsa-miR-652-3p; hsa-miR-629-5p; hsa-miR-324-5p; hsa-miR-4766-5p; hsa-miR-584-5p; hsa-miR-4507; hsa-miR-296-3p; hsa-miR-99b-3p; hsa-miR-31-5p	Reactome	42	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Nuclear Envelope Breakdown	depleted	0.206978	0.364173	0.364173	10	hsa-miR-3126-3p; hsa-miR-125b-5p; hsa-miR-22-3p; hsa-miR-376a-2-5p; hsa-miR-30a-3p; hsa-miR-652-3p; hsa-miR-23a-3p; hsa-miR-92a-3p; hsa-miR-423-3p; hsa-miR-184	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Nuclear Events kinase and transcription factor activation	enriched	0.239245	0.3926949	0.3926949	14	hsa-miR-579-3p; hsa-miR-125b-5p; hsa-miR-371b-3p; hsa-miR-185-5p; hsa-miR-9-3p; hsa-miR-6750-5p; hsa-miR-5696; hsa-miR-1178-3p; hsa-miR-106a-5p; hsa-miR-664b-3p; hsa-miR-584-5p; hsa-miR-550a-3p; hsa-miR-125a-5p; hsa-miR-668-3p	Reactome	22	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Nuclear Receptor transcription pathway	depleted	0.318275	0.4233855	0.4233855	10	hsa-miR-488-5p; hsa-miR-22-3p; hsa-miR-130b-3p; hsa-miR-346; hsa-miR-138-5p; hsa-miR-34a-3p; hsa-miR-27a-3p; hsa-miR-18a-5p; hsa-miR-130a-3p; hsa-miR-206	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Nuclear signaling by ERBB4	depleted	0.0511616	0.1958695	0.1958695	10	hsa-miR-221-3p; hsa-miR-223-3p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-4471; hsa-miR-126-3p; hsa-miR-145-5p; hsa-miR-199a-3p; hsa-miR-323a-3p; hsa-miR-31-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
